strategy,symbol,name,market,signalDate,intendedEntryDate,signalType,priority,holdScore,status,statusReason,tradeId
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-06-20,2017-06-21,Pullback,2,82.90006110830834,omitted,insufficient_cash,
final_trend_runner_global_regime,IBB,iShares Biotechnology ETF,etf,2017-06-21,2017-06-22,Pullback + Breakout,1,94.6485260770975,omitted,insufficient_cash,
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,2017-06-21,2017-06-22,Pullback,2,100,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-06-21,2017-06-22,Pullback + Breakout,1,75.69444444444446,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-06-21,2017-06-22,Pullback + Breakout,1,82.9036076979376,omitted,insufficient_cash,
final_trend_runner_global_regime,IBB,iShares Biotechnology ETF,etf,2017-06-22,2017-06-23,Pullback + Breakout,1,94.6485260770975,executed,,1662
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-06-22,2017-06-23,Pullback + Breakout,1,75.7171201814059,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-06-22,2017-06-23,Pullback + Breakout,1,82.91162753454397,omitted,insufficient_cash,
final_trend_runner_global_regime,RY,Royal Bank of Canada,adr,2017-06-22,2017-06-23,Pullback,2,73.52979705688216,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-06-23,2017-06-26,Pullback,2,71.6944743310296,omitted,insufficient_cash,
final_trend_runner_global_regime,NFLX,"Netflix, Inc.",stock,2017-06-23,2017-06-26,Pullback,2,96.43990929705217,executed,,1663
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-06-23,2017-06-26,Pullback,2,78.99876494425455,omitted,insufficient_cash,
final_trend_runner_global_regime,JPM,JPMorgan Chase & Co.,stock,2017-06-27,2017-06-28,Pullback,2,75.25371839203933,omitted,insufficient_cash,
final_trend_runner_global_regime,JPM,JPMorgan Chase & Co.,stock,2017-06-28,2017-06-29,Pullback + Breakout,1,75.32350124279706,executed,,1664
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-06-28,2017-06-29,Pullback,2,83.12944202823188,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-06-28,2017-06-29,Pullback,2,75.8078231292517,omitted,insufficient_cash,
final_trend_runner_global_regime,RY,Royal Bank of Canada,adr,2017-06-28,2017-06-29,Pullback + Breakout,1,73.62281215114807,omitted,insufficient_cash,
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-06-30,2017-07-03,Pullback,2,79.08795796611226,executed,,1665
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-03,2017-07-05,Pullback,2,83.20263260412415,executed,,1666
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-03,2017-07-05,Pullback,2,71.97920971021614,omitted,insufficient_cash,
final_trend_runner_global_regime,RY,Royal Bank of Canada,adr,2017-07-03,2017-07-05,Pullback,2,73.70220157469038,executed,,1667
final_trend_runner_global_regime,ADBE,Adobe Inc.,stock,2017-07-07,2017-07-10,Pullback,2,85.7588196380874,executed,,1668
final_trend_runner_global_regime,LRCX,Lam Research Corporation,stock,2017-07-07,2017-07-10,Pullback,2,75.31745320379639,executed,,1669
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-10,2017-07-11,Pullback,2,93.78944258498589,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-10,2017-07-11,Pullback,2,72.18701572937152,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-07-10,2017-07-11,Pullback,2,75.96655328798187,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-07-10,2017-07-11,Pullback,2,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,NFLX,"Netflix, Inc.",stock,2017-07-10,2017-07-11,Pullback,2,96.66666666666667,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-07-10,2017-07-11,Pullback,2,83.00252417107133,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-10,2017-07-11,Pullback,2,88.3735601415149,omitted,insufficient_cash,
final_trend_runner_global_regime,NFLX,"Netflix, Inc.",stock,2017-07-11,2017-07-12,Pullback,2,96.68934240362813,executed,,1670
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-07-11,2017-07-12,Pullback,2,83.01150577580458,executed,,1671
final_trend_runner_global_regime,KLAC,KLA Corporation,stock,2017-07-11,2017-07-12,Pullback,2,77.57585567679266,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-12,2017-07-13,Pullback,2,93.86236428995346,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-12,2017-07-13,Pullback + Breakout,1,72.29357149969823,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-12,2017-07-13,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-07-12,2017-07-13,Pullback,2,81.16262067900159,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-07-12,2017-07-13,Pullback,2,98.68480725623583,omitted,insufficient_cash,
final_trend_runner_global_regime,AAPL,Apple Inc.,stock,2017-07-13,2017-07-14,Pullback,2,97.82312925170068,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-13,2017-07-14,Pullback,2,93.89935452137613,omitted,insufficient_cash,
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,2017-07-13,2017-07-14,Pullback,2,79.2924503039304,omitted,insufficient_cash,
final_trend_runner_global_regime,DHR,Danaher Corporation,stock,2017-07-13,2017-07-14,Pullback,2,100,executed,,1672
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-07-13,2017-07-14,Pullback,2,76.03458049886622,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-13,2017-07-14,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,AAPL,Apple Inc.,stock,2017-07-14,2017-07-17,Pullback,2,97.82312925170068,omitted,insufficient_cash,
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,2017-07-14,2017-07-17,Pullback,2,74.35481929067203,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-14,2017-07-17,Pullback,2,93.93812302570313,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-14,2017-07-17,Pullback + Breakout,1,72.4058592393761,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-07-14,2017-07-17,Pullback + Breakout,1,76.05725623582767,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-14,2017-07-17,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,KLAC,KLA Corporation,stock,2017-07-14,2017-07-17,Pullback,2,77.67713812521836,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-07-14,2017-07-17,Pullback,2,98.68480725623583,omitted,insufficient_cash,
final_trend_runner_global_regime,AZN,AstraZeneca PLC,adr,2017-07-14,2017-07-17,Pullback,2,79.61049316222554,omitted,insufficient_cash,
final_trend_runner_global_regime,AAPL,Apple Inc.,stock,2017-07-17,2017-07-18,Pullback,2,97.82312925170068,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-17,2017-07-18,Pullback,2,83.44812676860278,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-17,2017-07-18,Pullback + Breakout,1,72.46661136397216,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-18,2017-07-19,Pullback + Breakout,1,94.01640700377382,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-18,2017-07-19,Pullback,2,83.42320133873099,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-18,2017-07-19,Pullback + Breakout,1,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,AAPL,Apple Inc.,stock,2017-07-19,2017-07-20,Pullback + Breakout,1,97.82312925170068,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-19,2017-07-20,Pullback,2,83.50112144327814,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-19,2017-07-20,Pullback + Breakout,1,94.05635172335741,omitted,insufficient_cash,
final_trend_runner_global_regime,XLP,Consumer Staples Select Sector SPDR Fund,etf,2017-07-19,2017-07-20,Pullback,2,94.37227193356958,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-19,2017-07-20,Pullback,2,83.47129343622693,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-19,2017-07-20,Pullback + Breakout,1,72.58772604443581,omitted,insufficient_cash,
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,2017-07-19,2017-07-20,Pullback,2,79.4801366125362,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-07-19,2017-07-20,Pullback + Breakout,1,76.12528344671202,omitted,insufficient_cash,
final_trend_runner_global_regime,KLAC,KLA Corporation,stock,2017-07-19,2017-07-20,Pullback,2,77.78327967493877,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-07-19,2017-07-20,Pullback,2,81.31374335736635,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-07-20,2017-07-21,Pullback,2,70.05000494908913,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-20,2017-07-21,Breakout,3,94.09602376061247,omitted,insufficient_cash,
final_trend_runner_global_regime,XLP,Consumer Staples Select Sector SPDR Fund,etf,2017-07-20,2017-07-21,Pullback,2,94.38441306576739,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-20,2017-07-21,Pullback,2,83.51349158590574,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-07-20,2017-07-21,Pullback + Breakout,1,76.14795918367348,executed,,1673
final_trend_runner_global_regime,KLAC,KLA Corporation,stock,2017-07-20,2017-07-21,Pullback,2,77.82250707402068,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-07-20,2017-07-21,Pullback,2,81.3381607518706,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-07-20,2017-07-21,Pullback,2,98.68480725623583,executed,,1674
final_trend_runner_global_regime,AZN,AstraZeneca PLC,adr,2017-07-20,2017-07-21,Pullback,2,79.70015959544965,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-07-21,2017-07-24,Pullback + Breakout,1,70.10155101946222,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-21,2017-07-24,Pullback,2,83.54319615188656,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-07-21,2017-07-24,Pullback + Breakout,1,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,AZN,AstraZeneca PLC,adr,2017-07-21,2017-07-24,Pullback,2,79.72319539478922,omitted,insufficient_cash,
final_trend_runner_global_regime,AAPL,Apple Inc.,stock,2017-07-24,2017-07-25,Pullback + Breakout,1,97.82312925170068,executed,,1675
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,2017-07-24,2017-07-25,Pullback + Breakout,1,74.38894302254835,omitted,insufficient_cash,
final_trend_runner_global_regime,XLK,Technology Select Sector SPDR Fund,etf,2017-07-24,2017-07-25,Pullback + Breakout,1,94.17613498528618,executed,,1676
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,2017-07-25,2017-07-26,Pullback + Breakout,1,74.3876102480911,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-25,2017-07-26,Pullback + Breakout,1,83.60585445855392,omitted,insufficient_cash,
final_trend_runner_global_regime,XLP,Consumer Staples Select Sector SPDR Fund,etf,2017-07-25,2017-07-26,Pullback,2,94.42075694298303,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-07-25,2017-07-26,Pullback + Breakout,1,72.83124042023957,omitted,insufficient_cash,
final_trend_runner_global_regime,WFC,Wells Fargo & Company,stock,2017-07-25,2017-07-26,Pullback,2,79.70392121799885,omitted,insufficient_cash,
final_trend_runner_global_regime,PG,Procter & Gamble Company,stock,2017-07-25,2017-07-26,Pullback,2,76.3463389710501,omitted,insufficient_cash,
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,2017-07-26,2017-07-27,Pullback + Breakout,1,74.38643974332817,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-26,2017-07-27,Pullback,2,83.62576958316765,omitted,insufficient_cash,
final_trend_runner_global_regime,PG,Procter & Gamble Company,stock,2017-07-26,2017-07-27,Pullback,2,76.35531451323739,omitted,insufficient_cash,
final_trend_runner_global_regime,KLAC,KLA Corporation,stock,2017-07-26,2017-07-27,Pullback,2,77.97819791409239,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-07-26,2017-07-27,Pullback,2,81.45125520707903,omitted,insufficient_cash,
final_trend_runner_global_regime,WMT,Walmart Inc.,stock,2017-07-27,2017-07-28,Pullback + Breakout,1,74.38577361357805,executed,,1678
final_trend_runner_global_regime,XLP,Consumer Staples Select Sector SPDR Fund,etf,2017-07-27,2017-07-28,Pullback,2,94.44455802028864,executed,,1679
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-27,2017-07-28,Pullback,2,83.65246133625698,omitted,insufficient_cash,
final_trend_runner_global_regime,PG,Procter & Gamble Company,stock,2017-07-27,2017-07-28,Pullback + Breakout,1,76.36532408303263,executed,,1677
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-28,2017-07-31,Pullback + Breakout,1,83.68399157743175,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-07-28,2017-07-31,Pullback,2,81.50642363364659,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-07-31,2017-08-01,Pullback + Breakout,1,83.71034325930461,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-07-31,2017-08-01,Pullback,2,83.72316320419357,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-07-31,2017-08-01,Pullback,2,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-07-31,2017-08-01,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-01,2017-08-02,Pullback + Breakout,1,83.73665193304183,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-01,2017-08-02,Pullback,2,83.7702105220937,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-08-01,2017-08-02,Pullback,2,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,DIS,The Walt Disney Company,stock,2017-08-01,2017-08-02,Pullback + Breakout,1,95.62358276643991,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-01,2017-08-02,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-08-01,2017-08-02,Pullback,2,81.56045463766381,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-02,2017-08-03,Pullback + Breakout,1,83.76374141422912,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-02,2017-08-03,Pullback + Breakout,1,83.81738982502503,omitted,insufficient_cash,
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,2017-08-02,2017-08-03,Pullback,2,88.56434240362812,omitted,insufficient_cash,
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-08-02,2017-08-03,Pullback,2,79.51309631363983,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-03,2017-08-04,Pullback,2,70.55922005832348,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-03,2017-08-04,Pullback + Breakout,1,83.79108649610544,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-03,2017-08-04,Pullback + Breakout,1,83.84375462128494,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-08-03,2017-08-04,Pullback + Breakout,1,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-08-03,2017-08-04,Pullback,2,79.53423294921205,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-08-03,2017-08-04,Reentrada,4,98.68480725623583,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-04,2017-08-07,Pullback + Breakout,1,83.81834765664915,omitted,insufficient_cash,
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,2017-08-04,2017-08-07,Pullback,2,88.60969387755102,omitted,insufficient_cash,
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-08-04,2017-08-07,Pullback,2,79.55534647593943,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-07,2017-08-08,Pullback + Breakout,1,70.65807047964766,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-07,2017-08-08,Pullback,2,83.91775497061218,omitted,insufficient_cash,
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,2017-08-07,2017-08-08,Pullback,2,88.63236961451247,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-07,2017-08-08,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-08,2017-08-09,Pullback + Breakout,1,83.94469984705074,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-08,2017-08-09,Pullback,2,88.41269841269843,omitted,insufficient_cash,
final_trend_runner_global_regime,HD,"The Home Depot, Inc.",stock,2017-08-09,2017-08-10,Pullback + Breakout,1,88.67772108843539,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-08-09,2017-08-10,Pullback + Breakout,1,98.68480725623583,omitted,insufficient_cash,
final_trend_runner_global_regime,NVO,Novo Nordisk A/S,adr,2017-08-11,2017-08-14,Pullback + Breakout,1,98.68480725623583,executed,,1680
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-14,2017-08-15,Pullback,2,70.90818365220714,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-14,2017-08-15,Pullback,2,83.98649722429928,omitted,insufficient_cash,
final_trend_runner_global_regime,NKE,"NIKE, Inc.",stock,2017-08-14,2017-08-15,Pullback,2,98.34467120181407,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-14,2017-08-15,Pullback,2,88.45804988662132,omitted,insufficient_cash,
final_trend_runner_global_regime,UPS,"United Parcel Service, Inc.",stock,2017-08-14,2017-08-15,Pullback + Breakout,1,79.68682962024877,executed,,1681
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-15,2017-08-16,Pullback,2,84.08229473529877,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-16,2017-08-17,Pullback,2,72.59743708451768,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-16,2017-08-17,Pullback,2,84.04162946689934,omitted,insufficient_cash,
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-16,2017-08-17,Pullback + Breakout,1,84.10848304084234,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-08-16,2017-08-17,Pullback,2,73.52858963304375,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-16,2017-08-17,Pullback,2,72.86676409342772,omitted,insufficient_cash,
final_trend_runner_global_regime,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,2017-08-16,2017-08-17,Pullback,2,77.01464350062771,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-16,2017-08-17,Pullback,2,88.50340136054423,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-17,2017-08-18,Pullback + Breakout,1,72.58836147791918,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-17,2017-08-18,Pullback,2,72.85561226599444,omitted,insufficient_cash,
final_trend_runner_global_regime,BRK-B,Berkshire Hathaway Inc. Class B,stock,2017-08-22,2017-08-23,Pullback + Breakout,1,84.18086832097296,executed,,1683
final_trend_runner_global_regime,XLU,Utilities Select Sector SPDR Fund,etf,2017-08-22,2017-08-23,Pullback + Breakout,1,84.23469979986407,executed,,1682
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-08-22,2017-08-23,Pullback,2,73.74441106158315,omitted,insufficient_cash,
final_trend_runner_global_regime,SMH,VanEck Semiconductor ETF,etf,2017-08-22,2017-08-23,Pullback,2,70.3133220989872,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-08-22,2017-08-23,Pullback,2,83.23779252624418,omitted,insufficient_cash,
final_trend_runner_global_regime,SAP,SAP SE,adr,2017-08-22,2017-08-23,Pullback,2,81.94923385704669,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-23,2017-08-24,Pullback + Breakout,1,72.554429782249,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-23,2017-08-24,Pullback,2,71.25877692741335,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-23,2017-08-24,Pullback,2,72.81263368607216,omitted,insufficient_cash,
final_trend_runner_global_regime,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,2017-08-23,2017-08-24,Pullback,2,76.99554568037539,omitted,insufficient_cash,
final_trend_runner_global_regime,IBB,iShares Biotechnology ETF,etf,2017-08-24,2017-08-25,Pullback,2,95.14739229024943,executed,,1684
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-24,2017-08-25,Pullback,2,88.59410430839003,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-25,2017-08-28,Pullback + Breakout,1,72.53791808455556,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-25,2017-08-28,Pullback,2,72.79131219808531,omitted,insufficient_cash,
final_trend_runner_global_regime,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,2017-08-25,2017-08-28,Pullback,2,76.98891467873663,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-28,2017-08-29,Pullback + Breakout,1,72.78076443412107,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-08-28,2017-08-29,Pullback,2,76.76020408163265,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-29,2017-08-30,Breakout,3,72.52290877197862,omitted,insufficient_cash,
final_trend_runner_global_regime,SMH,VanEck Semiconductor ETF,etf,2017-08-29,2017-08-30,Pullback,2,70.68836523753323,omitted,insufficient_cash,
final_trend_runner_global_regime,IEF,iShares 7-10 Year Treasury Bond ETF,etf,2017-08-29,2017-08-30,Breakout,3,72.77052734663101,omitted,insufficient_cash,
final_trend_runner_global_regime,LQD,iShares iBoxx Investment Grade Corporate Bond ETF,etf,2017-08-29,2017-08-30,Breakout,3,76.98251651490008,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-08-29,2017-08-30,Pullback,2,83.2593607210309,omitted,insufficient_cash,
final_trend_runner_global_regime,IWM,iShares Russell 2000 ETF,etf,2017-08-30,2017-08-31,Pullback,2,85.1022096175162,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-30,2017-08-31,Pullback,2,71.52574772110971,omitted,insufficient_cash,
final_trend_runner_global_regime,XLB,Materials Select Sector SPDR Fund,etf,2017-08-30,2017-08-31,Pullback,2,73.98000923680118,omitted,insufficient_cash,
final_trend_runner_global_regime,SMH,VanEck Semiconductor ETF,etf,2017-08-30,2017-08-31,Pullback,2,70.77120301936694,omitted,insufficient_cash,
final_trend_runner_global_regime,AMGN,Amgen Inc.,stock,2017-08-30,2017-08-31,Pullback,2,76.80555555555556,omitted,insufficient_cash,
final_trend_runner_global_regime,ORCL,Oracle Corporation,stock,2017-08-30,2017-08-31,Pullback,2,83.26361575832402,omitted,insufficient_cash,
final_trend_runner_global_regime,TXN,Texas Instruments Incorporated,stock,2017-08-30,2017-08-31,Pullback,2,88.61678004535148,omitted,insufficient_cash,
final_trend_runner_global_regime,IWM,iShares Russell 2000 ETF,etf,2017-08-31,2017-09-01,Pullback,2,85.15124496691894,omitted,insufficient_cash,
final_trend_runner_global_regime,TLT,iShares 20+ Year Treasury Bond ETF,etf,2017-08-31,2017-09-01,Pullback,2,72.50852980563782,omitted,insufficient_cash,
final_trend_runner_global_regime,NVDA,NVIDIA Corporation,stock,2017-08-31,2017-09-01,Pullback,2,71.57977816537814,omitted,insufficient_cash,
final_trend_runner_global_regime,AMZN,"Amazon.com, Inc.",stock,2017-08-31,2017-09-01,Pullback,2,100,omitted,insufficient_cash,
